"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"KY040274.1",192183,187,0,0.008534991,0,"Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome",10281,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 2","Molluscum contagiosum virus subtype 2","NGS_2T",5011786
"KY040275.1",188253,577,2,0.06541629,0.0021198,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus subtype 1","NGS_2T",5011786
"KY215944.1",135301,706,5,0.11666211,0.00737355,"Bovine alphaherpesvirus 1 isolate 216 II, complete genome",10320,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 1","unclassified Bovine alphaherpesvirus 1 subspecies/strain","unclassified Bovine alphaherpesvirus 1 strain","NGS_2T",5011786
"KY385637.1",147346,245,1,0.005441724,0.00135416,"Ateline alphaherpesvirus 1 isolate Lennette, complete genome",35243,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Ateline alphaherpesvirus 1","unclassified Ateline alphaherpesvirus 1 subspecies/strain","unclassified Ateline alphaherpesvirus 1 strain","NGS_2T",5011786
"KY490071.1",235397,2162,14,0.0091903405,0.0118668,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Human betaherpesvirus 5","unclassified Human betaherpesvirus 5 subspecies/strain","unclassified Human betaherpesvirus 5 strain","NGS_2T",5011786
"KY549446.1",137712,627,0,0.06969221,0,"Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome",35244,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 5","unclassified Bovine alphaherpesvirus 5 subspecies/strain","unclassified Bovine alphaherpesvirus 5 strain","NGS_2T",5011786
"KY628971.1",155462,295,0,0.029231483,0,"Macacine alphaherpesvirus 1 isolate 12930, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_2T",5011786
"LT594108.1",151216,3667,2227,2.4522989,2.93853,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite",10298,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 1","unclassified Human alphaherpesvirus 1 subspecies/strain","unclassified Human alphaherpesvirus 1 strain","NGS_2T",5011786
"MF118167.1",3925,1092,65,2.5700662,3.30431,"Human fecal virus Jorvi2, complete genome",2017081,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Human fecal virus Jorvi2","unclassified Human fecal virus Jorvi2 subspecies/strain","unclassified Human fecal virus Jorvi2 strain","NGS_2T",5011786
"MF898328.1",125095,176,0,0.06804594,0,"Human alphaherpesvirus 3 strain Baike, complete genome",10335,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Human alphaherpesvirus 3","unclassified Human alphaherpesvirus 3 subspecies/strain","unclassified Human alphaherpesvirus 3 strain","NGS_2T",5011786
"MG012448.1",7447,137,1,0.01877484,0.0267933,"Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds",1697443,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Sapovirus","Sapporo virus","Sapovirus GII.5","Sapovirus GII.5","NGS_2T",5011786
"MG712775.1",44454,113,0,0.12398429,0,"Fowl adenovirus 8b isolate SD1356, complete genome",586029,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus E","Fowl adenovirus 8b","Fowl adenovirus 8b","NGS_2T",5011786
"MG972981.1",5759,394,666,15.388483,23.0746,"Ungulate copiparvovirus 1 strain QQHE16, complete genome",1511889,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","unclassified Ungulate copiparvovirus 1 subspecies/strain","unclassified Ungulate copiparvovirus 1 strain","NGS_2T",5011786
"MH036942.1",138199,754,3,0.14453563,0.00433136,"Cervid alphaherpesvirus 1 strain Anlier, complete genome",79891,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 1","unclassified Cervid alphaherpesvirus 1 subspecies/strain","unclassified Cervid alphaherpesvirus 1 strain","NGS_2T",5011786
"MH036943.1",142633,1016,57,0.085350536,0.0797374,"Cervid alphaherpesvirus 2 strain Norway, complete genome",365327,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 2","unclassified Cervid alphaherpesvirus 2 subspecies/strain","unclassified Cervid alphaherpesvirus 2 strain","NGS_2T",5011786
"MH698402.1",162076,1274,98,0.08359992,0.120647,"Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome",32604,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B","unclassified Human betaherpesvirus 6B subspecies/strain","unclassified Human betaherpesvirus 6B strain","NGS_2T",5011786
"MN205539.1",137429,225,4,0.0248982,0.0058075,"UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome",37296,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","unclassified Human gammaherpesvirus 8 subspecies/strain","unclassified Human gammaherpesvirus 8 strain","NGS_2T",5011786
"MN244297.1",221153,558,2,0.003108555,0.00180445,"Akhmeta virus strain A39, complete genome",2200830,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Akhmeta virus","unclassified Akhmeta virus subspecies/strain","unclassified Akhmeta virus strain","NGS_2T",5011786
"NC_001664.4",159378,688,70,0.05644108,0.0876349,"Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102",32603,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6A","unclassified Human betaherpesvirus 6A subspecies/strain","unclassified Human betaherpesvirus 6A strain","NGS_2T",5011786
"NC_001716.2",153080,473,6,0.0033740927,0.0078206,"Human herpesvirus 7, complete genome",10372,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 7","unclassified Human betaherpesvirus 7 subspecies/strain","unclassified Human betaherpesvirus 7 strain","NGS_2T",5011786
"NC_002665.1",108873,1269,129,0.17363392,0.236416,"Bovine herpesvirus 4 long unique region, complete sequence",10385,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Bovine gammaherpesvirus 4","unclassified Bovine gammaherpesvirus 4 subspecies/strain","unclassified Bovine gammaherpesvirus 4 strain","NGS_2T",5011786
"NC_006151.1",143461,397,0,0.011764624,0,"Suid herpesvirus 1, complete genome",10345,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Suid alphaherpesvirus 1","unclassified Suid alphaherpesvirus 1 subspecies/strain","unclassified Suid alphaherpesvirus 1 strain","NGS_2T",5011786
"NC_006560.1",150715,898,4,0.08913094,0.00529555,"Cercopithecine herpesvirus 2, complete genome",10317,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Cercopithecine alphaherpesvirus 2","unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain","unclassified Cercopithecine alphaherpesvirus 2 strain","NGS_2T",5011786
"NC_007653.1",156487,971,34,0.05946769,0.0433519,"Papiine herpesvirus 2, complete genome",340907,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Papiine alphaherpesvirus 2","unclassified Papiine alphaherpesvirus 2 subspecies/strain","unclassified Papiine alphaherpesvirus 2 strain","NGS_2T",5011786
"NC_012783.2",226205,123,1,0.0136648165,0.000882075,"Cercopithecine herpesvirus 5 strain 2715, complete genome",50292,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Cercopithecine betaherpesvirus 5","unclassified Cercopithecine betaherpesvirus 5 subspecies/strain","unclassified Cercopithecine betaherpesvirus 5 strain","NGS_2T",5011786
"NC_014567.1",156742,400,0,0.05000894,0,"Saimiriine herpesvirus 1, complete genome",10353,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Saimiriine alphaherpesvirus 1","unclassified Saimiriine alphaherpesvirus 1 subspecies/strain","unclassified Saimiriine alphaherpesvirus 1 strain","NGS_2T",5011786
"NC_016447.1",219474,133,1,0.023057213,0.000909127,"Aotine herpesvirus 1 strain S34E, complete genome",50290,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Aotine betaherpesvirus 1","unclassified Aotine betaherpesvirus 1 subspecies/strain","unclassified Aotine betaherpesvirus 1 strain","NGS_2T",5011786
"NC_023677.1",153158,22300,2873,4.348779,3.74286,"Chimpanzee alpha-1 herpesvirus strain 105640, complete genome",332937,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Panine alphaherpesvirus 3","Chimpanzee herpesvirus strain 105640","Chimpanzee herpesvirus strain 105640","NGS_2T",5011786
"NC_024771.1",151601,244,25,0.023189018,0.0329038,"Equid herpesvirus 3 strain AR/2007/C3A, complete genome",80341,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 3","unclassified Equid alphaherpesvirus 3 subspecies/strain","unclassified Equid alphaherpesvirus 3 strain","NGS_2T",5011786
"U48704.1",4726,135,1,0.029501747,0.0422196,"Adeno-associated virus 3 nonstructural protein and capsid protein genes, complete cds, and complete genome",46350,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 3","Adeno-associated virus - 3","NGS_2T",5011786
"V01108.1",5153,1374,10,0.2968219,0.387211,"Human BK virus (strain Dunlop) genome. (Closely related to SV40.)",1891762,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis","unclassified Betapolyomavirus hominis subspecies/strain","unclassified Betapolyomavirus hominis strain","NGS_2T",5011786
"AY426531.1",7367,917,9,2.8872108,0.243758,"Human enterovirus 68 strain Fermon, complete genome",42789,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","enterovirus D68","enterovirus D68","NGS_2T",5011786
"DQ995648.1",7402,155,1,0.032542747,0.0269562,"Human coxsackievirus A22 strain USA75-10624, complete genome",42783,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Coxsackievirus A22","Coxsackievirus A22","NGS_2T",5011786
"D00835.1",11443,263,6,0.09793677,0.104621,"Human immunodeficiency virus 2 proviral DNA, complete genome",11709,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2","unclassified Human immunodeficiency virus 2 subspecies/strain","unclassified Human immunodeficiency virus 2 strain","NGS_2T",5011786
"OM460002.1",220276,911,4,0.0052515375,0.00362327,"Cowpox virus isolate No-H2, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","NGS_2T",5011786
"GQ329670.1",145289,255,0,0.15279835,0,"Pseudocowpox virus strain VR634, complete genome",129726,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus","unclassified Pseudocowpox virus subspecies/strain","unclassified Pseudocowpox virus strain","NGS_2T",5011786
"LT907991.1",12681,349,11,0.1222568,0.17308,"Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite",11099,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1","Bovine viral diarrhea virus 1","NGS_2T",5011786
"MF351889.1",32399,184,0,0.11380198,0,"Morelia viridis nidovirus strain S14-1323_MVNV, complete genome",2016400,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Pregotovirus heba","Morelia viridis nidovirus","Morelia viridis nidovirus","NGS_2T",5011786
"KC769372.1",2686,150,1,0.059148263,0.0742851,"UNVERIFIED: Rotavirus A strain RVA/Human-wt/AUS/CK00065/2007/G1P[8] segment 2 genomic sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"FJ495132.1",1078,140,1,0.15086207,0.185092,"Rotavirus A strain RVA/Antelope-wt/ZAF/RC-18-08/G6P[14] non-structural protein NSP3 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KU048554.1",2735,150,1,0.051837523,0.0729542,"Rotavirus A isolate Hu-wt/ITA/PA525/14/2014/G12P8 VP2 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"JX040418.1",750,150,1,0.25,0.26604,"Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] structural protein VP3 gene, partial cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KT887535.1",1191,150,1,0.14409222,0.167531,"Rotavirus A strain RVA/alpaca-wt/PER/1115/2010/G8P[1] segment 6, partial sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KJ753392.1",2530,140,1,0.05882353,0.0788655,"Rotavirus A strain RVA/Human-wt/ETH/MRC-DPRU861/XXXX/G12P[6] segment 3 RNA capping protein VP3 (VP3) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KJ639017.1",1062,150,1,0.16447368,0.187881,"Rotavirus A isolate RVA/Human/JPN/S13-30/2013/G3P[4] segment 9 VP7 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"JX946176.1",1074,150,1,0.16233766,0.185782,"Human rotavirus A strain RVA/Human-wt/CHN/E2451/2011/G3P[9] nonstructural protein (NSP3) gene, complete cds",10941,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Human rotavirus A","Human rotavirus A","NGS_2T",5011786
"MG181854.1",3303,234,1,0.07421503,0.0604086,"Rotavirus A strain RVA/Human-wt/MWI/BID14Z/2012/G2P[4] structural protein 1 (VP1) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KC442988.1",2333,147,1,0.067338526,0.0855249,"UNVERIFIED: Rotavirus A strain RVA/Human-wt/USA/VU05-06-66/2005/G2P[4] segment 4 genomic sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"MG181659.1",2359,300,2,0.13580805,0.169165,"Rotavirus A strain RVA/Human-wt/MWI/BID2BS/2013/G1P[8] structural protein 4 (VP4) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"MG181590.1",3303,384,97,4.6133842,5.85964,"Rotavirus A strain RVA/Human-wt/MWI/BID1LN/2013/G1P[8] structural protein 1 (VP1) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_2T",5011786
"KY628968.1",157447,373,0,0.029498337,0,"Macacine alphaherpesvirus 1 isolate 8100812, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_2T",5011786
"KY628970.1",157321,397,0,0.020226378,0,"Macacine alphaherpesvirus 1 isolate KQ, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_2T",5011786
"MT862163.1",131245,408,0,0.07233685,0,"Bovine alphaherpesvirus 2 strain C1Z FZR",10295,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Bovine alphaherpesvirus 2","unclassified Bovine alphaherpesvirus 2 subspecies/strain","unclassified Bovine alphaherpesvirus 2 strain","NGS_2T",5011786
"MT900475.1",141859,120,27,0.041507598,0.0379764,"Macropodid alphaherpesvirus 2 strain V3077/08",83440,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macropodid alphaherpesvirus 2","unclassified Macropodid alphaherpesvirus 2 subspecies/strain","unclassified Macropodid alphaherpesvirus 2 strain","NGS_2T",5011786
"LS480640.1",155503,152772,779129,758.756,999.719,"Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","NGS_2T",5011786
