"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"LS480640.1",155503,1744,11,0.011882615,0.193577,"Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","NC_QCMD",365427
"MG989243.1",134617,221,0,0.10346033,0,"Caprine alphaherpesvirus 1 strain JSHA1405",39944,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Caprine alphaherpesvirus 1","unclassified Caprine alphaherpesvirus 1 subspecies/strain","unclassified Caprine alphaherpesvirus 1 strain","NC_QCMD",365427
"KT280503.1",7332,2876,37,0.7308549,0.57357,"Enterovirus D68 isolate 2011-21186, complete genome",42789,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","enterovirus D68","enterovirus D68","QCMD2_Q2",8798185
"NC_004102.1",9646,118,1,0.12278854,0.0117831,"Hepatitis C virus genotype 1, complete genome",41856,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Hepacivirus","Hepacivirus C","Hepatitis C virus genotype 1","Hepatitis C virus genotype 1","QCMD2_Q2",8798185
"GU191019.1",34177,7531,92,0.41954917,0.305957,"Human adenovirus 18 isolate D.C., complete genome",10528,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Human adenovirus 18","Human adenovirus 18","QCMD2_Q2",8798185
"JN860680.1",35384,300,2,0.008514503,0.00642436,"Human adenovirus 16 strain E26, complete genome",31544,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Human adenovirus 16","Human adenovirus 16","QCMD2_Q2",8798185
"MF502426.1",35341,444,3,0.0137251,0.00964827,"Human adenovirus 21 isolate OHT-006, complete genome",32608,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Human adenovirus 21","Human adenovirus 21","QCMD2_Q2",8798185
"NC_001611.1",185578,27335,272,0.24463943,0.16659,"Variola virus, complete genome",10255,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Variola virus","unclassified Variola virus subspecies/strain","unclassified Variola virus strain","QCMD2_Q2",8798185
"JQ326209.1",35153,888,8,0.030883066,0.0258663,"Human adenovirus 19, complete genome",28278,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus D","Human adenovirus 19","Human adenovirus 19","QCMD2_Q2",8798185
"NC_003266.2",35994,4049,50,0.2039951,0.157887,"Human adenovirus E, complete genome",130308,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","unclassified Human mastadenovirus E subspecies/strain","unclassified Human mastadenovirus E strain","QCMD2_Q2",8798185
"NC_006998.1",194711,50500,546,0.42516744,0.31872,"Vaccinia virus, complete genome",10245,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","unclassified Vaccinia virus subspecies/strain","unclassified Vaccinia virus strain","QCMD2_Q2",8798185
"NC_003663.2",224499,159416,3019,1.9918208,1.52847,"Cowpox virus, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","QCMD2_Q2",8798185
"NC_003310.1",196858,147282,2415,1.8419638,1.39435,"Monkeypox virus Zaire-96-I-16, complete genome",10244,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Monkeypox virus","unclassified Monkeypox virus subspecies/strain","unclassified Monkeypox virus strain","QCMD2_Q2",8798185
"AY484669.1",197731,52296,531,0.4065978,0.30523,"Rabbitpox virus, complete genome",32606,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","Rabbitpox virus","Rabbitpox virus","QCMD2_Q2",8798185
"NC_012564.1",5242,2547,81,2.3152003,1.75628,"Human bocavirus 3, complete genome",638313,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Human bocavirus 3","Human bocavirus 3","QCMD2_Q2",8798185
"NC_012042.1",5196,332,6,0.1672612,0.131247,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Human bocavirus 2c PK","Human bocavirus 2c PK","QCMD2_Q2",8798185
"NC_001802.1",9181,646,7,0.099103086,0.0866593,"Human immunodeficiency virus 1, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD2_Q2",8798185
"NC_026438.1",10878,150,1,0.013982103,0.0104486,"influenza A H1N1 all segments",641809,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/California/07/2009(H1N1))","Influenza A virus (A/California/07/2009(H1N1))","QCMD2_Q2",8798185
"NC_007373.1",11286,855,7,0.08710489,0.0704961,"influenza A H3N2 all segments",335341,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/New York/392/2004(H3N2))","Influenza A virus (A/New York/392/2004(H3N2))","QCMD2_Q2",8798185
"AB038630.1",2897,125,1,0.040043686,0.0392336,"Torque teno mini virus 3 DNA, complete genome, isolate: TLMV-NLC026",687371,"Viruses","unclassified Viruses phylum","unclassified Viruses class","unclassified Viruses order","Anelloviridae","Betatorquevirus","Torque teno mini virus 3","unclassified Torque teno mini virus 3 subspecies/strain","unclassified Torque teno mini virus 3 strain","QCMD2_Q2",8798185
"AB111964.2",8978,150,17,0.28885365,0.215217,"Bovine viral diarrhea virus 839cp gene for poryprotein, partai cds, strain: 839cp",233886,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 839cp","Bovine viral diarrhea virus 839cp","QCMD2_Q2",8798185
"AC090446.27",170275,346,547,0.43190008,0.365126,"Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces",153301,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Papiine betaherpesvirus 3","Baboon cytomegalovirus OCOM4-37","Baboon cytomegalovirus OCOM4-37","QCMD2_Q2",8798185
"AF033808.1",9392,407,53,0.74615884,0.641394,"Rous sarcoma virus, complete genome",11886,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus","unclassified Rous sarcoma virus subspecies/strain","unclassified Rous sarcoma virus strain","QCMD2_Q2",8798185
"AF033812.1",5894,369,8,0.2009053,0.154272,"Abelson murine leukemia virus, complete genome",11788,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Abelson murine leukemia virus","unclassified Abelson murine leukemia virus subspecies/strain","unclassified Abelson murine leukemia virus strain","QCMD2_Q2",8798185
"AF033813.1",5833,130,4,0.09150097,0.0779426,"Moloney murine sarcoma virus, complete genome",11809,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Moloney murine sarcoma virus","unclassified Moloney murine sarcoma virus subspecies/strain","unclassified Moloney murine sarcoma virus strain","QCMD2_Q2",8798185
"AF033814.1",3811,130,8,0.28407538,0.238593,"Murine osteosarcoma virus, complete genome",11830,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Murine osteosarcoma virus","unclassified Murine osteosarcoma virus subspecies/strain","unclassified Murine osteosarcoma virus strain","QCMD2_Q2",8798185
"AF033815.1",8557,875,260,3.9041276,3.45349,"Mason-Pfizer monkey virus, complete genome",11855,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus","unclassified Mason-Pfizer monkey virus subspecies/strain","unclassified Mason-Pfizer monkey virus strain","QCMD2_Q2",8798185
"AF033818.1",8419,380,62,1.5940259,0.837024,"Bovine leukemia virus complete genome",11901,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Deltaretrovirus","Bovine leukemia virus","unclassified Bovine leukemia virus subspecies/strain","unclassified Bovine leukemia virus strain","QCMD2_Q2",8798185
"AF043303.1",4679,3193,248,7.8145285,6.02429,"Adeno-associated virus 2, complete genome",10804,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","adeno-associated virus 2","adeno-associated virus 2","QCMD2_Q2",8798185
"AF063497.1",4718,1202,49,1.5641419,1.18044,"Adeno-associated virus 1, complete genome",85106,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 1","Adeno-associated virus - 1","QCMD2_Q2",8798185
"AF071879.1",1758,150,1,0.09328358,0.0646529,"Porcine circovirus 1, complete genome",133704,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus 1","unclassified Porcine circovirus 1 subspecies/strain","unclassified Porcine circovirus 1 strain","QCMD2_Q2",8798185
"AF109397.1",1768,997,19,1.7775031,1.22146,"Bovine circovirus, complete genome",85542,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus 2","Bovine circovirus","Bovine circovirus","QCMD2_Q2",8798185
"AF126467.1",8105,1508,2778,49.842613,38.9571,"Simian retrovirus 2, complete genome",39068,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus","Simian retrovirus 2","Simian retrovirus 2","QCMD2_Q2",8798185
"AF144617.2",12602,169,12,0.13660456,0.10823,"Pestivirus giraffe-1 H138 complete genome",119222,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus G","Pestivirus giraffe-1 H138","Pestivirus giraffe-1 H138","QCMD2_Q2",8798185
"AF352024.1",5776,226,1,0.040170636,0.0196779,"Beet chlorosis virus isolate BChV-2a, complete genome",131082,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Beet chlorosis virus","unclassified Beet chlorosis virus subspecies/strain","unclassified Beet chlorosis virus strain","QCMD2_Q2",8798185
"AF406966.1",5610,1175,1543,45.02784,31.2615,"Bovine parvovirus 2 putative non-structural protein and putative capsid protein genes, complete cds",172296,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","Bovine parvovirus - 2","Bovine parvovirus - 2","QCMD2_Q2",8798185
"AF513851.1",4721,600,15,0.50339097,0.36113,"Adeno-associated virus 7 nonstructural protein and capsid protein genes, complete cds",202812,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 7","Adeno-associated virus - 7","QCMD2_Q2",8798185
"AY037928.1",9472,6984,362,5.443789,4.34384,"Human endogenous retrovirus K113 complete genome",166122,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unclassified Retroviridae genus","Human endogenous retrovirus K","Human endogenous retrovirus K113","Human endogenous retrovirus K113","QCMD2_Q2",8798185
"AY695933.1",5723,433,3,0.080208145,0.0595805,"Carrot red leaf virus strain UK-1, complete genome",66200,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Carrot red leaf virus","unclassified Carrot red leaf virus subspecies/strain","unclassified Carrot red leaf virus strain","QCMD2_Q2",8798185
"CY086890.1",1410,150,1,0.11904762,0.0806098,"Influenza A virus (A/swine/North Carolina/226124/2010(H1N2)) neuraminidase (NA) gene, complete cds",991771,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/North Carolina/226124/2010(H1N2))","Influenza A virus (A/swine/North Carolina/226124/2010(H1N2))","QCMD2_Q2",8798185
"CY187633.1",2311,129,2,0.05367885,0.0983642,"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB2 (PB2) gene, complete cds",1383502,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/Houston/JMM_42/2012(H3N2))","Influenza A virus (A/Houston/JMM_42/2012(H3N2))","QCMD2_Q2",8798185
"D10032.1",8507,6923,73653,1300.7631,984.059,"Baboon endogenous virus strain M7 proviral DNA, complete genome",11764,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Baboon endogenous virus","Baboon endogenous virus strain M7","Baboon endogenous virus strain M7","QCMD2_Q2",8798185
"EF538876.1",2454,133,1,0.043836806,0.0463161,"Torque teno midi virus 4 isolate 6PoSMA ORF2, ORF1, and ORF3 genes, complete cds",2065045,"Viruses","unclassified Viruses phylum","unclassified Viruses class","unclassified Viruses order","Anelloviridae","Gammatorquevirus","Torque teno midi virus 4","unclassified Torque teno midi virus 4 subspecies/strain","unclassified Torque teno midi virus 4 strain","QCMD2_Q2",8798185
"EU030001.1",8406,3063,439,8.819646,5.93584,"RD114 retrovirus isolate SC3C, complete genome",11834,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus","unclassified RD114 retrovirus subspecies/strain","unclassified RD114 retrovirus strain","QCMD2_Q2",8798185
"FJ025900.1",37188,230,1,0.1772234,0.00305636,"Simian adenovirus 43, complete genome",585077,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 43","Simian adenovirus 43","QCMD2_Q2",8798185
"FJ025902.1",37820,16500,170,0.6764003,0.510898,"Simian adenovirus 42.2, complete genome",585098,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 42.2","Simian adenovirus 42.2","QCMD2_Q2",8798185
"FJ025908.1",35694,336,2,0.009453072,0.00636857,"Simian adenovirus 33, complete genome",585067,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 33","Simian adenovirus 33","QCMD2_Q2",8798185
"FJ025909.1",35592,435,2,0.012273573,0.00638682,"Simian adenovirus 27.1, complete genome",585083,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 27.1","Simian adenovirus 27.1","QCMD2_Q2",8798185
"FJ025910.1",35620,570,5,0.019650409,0.0159545,"Simian adenovirus 35.2, complete genome",585090,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 35.2","Simian adenovirus 35.2","QCMD2_Q2",8798185
"FJ025921.1",36635,11433,235,0.9195012,0.729086,"Simian adenovirus 37.1, complete genome",585091,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Simian adenovirus 37.1","Simian adenovirus 37.1","QCMD2_Q2",8798185
"FJ025927.1",35767,494,3,0.013869781,0.00953335,"Simian adenovirus 41.2, complete genome",585096,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 41.2","Simian adenovirus 41.2","QCMD2_Q2",8798185
"FJ655418.1",1767,562,6,0.51886207,0.385942,"Porcine circovirus type 1/2a isolate FMV08-1114252, complete genome",720569,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus type 1/2a","unclassified Porcine circovirus type 1/2a subspecies/strain","unclassified Porcine circovirus type 1/2a strain","QCMD2_Q2",8798185
"FJ971077.1",8126,808,290,6.51329,4.05628,"Simian retrovirus 4 strain SRV4/TEX/2009/V1, complete genome",723802,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 4","unclassified Simian retrovirus 4 subspecies/strain","unclassified Simian retrovirus 4 strain","QCMD2_Q2",8798185
"FN824512.2",45480,114,3,0.12669314,0.00749735,"Pigeon adenovirus 1 complete genome, strain IDA4",764030,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Pigeon aviadenovirus A","Pigeon adenovirus 1","Pigeon adenovirus 1","QCMD2_Q2",8798185
"GQ387499.1",5905,1956,17,0.41407472,0.327217,"Porcine parvovirus 4 clone 17 replicase, ORF3, and capsid genes, complete cds",707546,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 2","Porcine parvovirus 4","Porcine parvovirus 4","QCMD2_Q2",8798185
"HM011560.1",4926,426,3,0.0741206,0.0692203,"Polyomavirus HPyV6 isolate 607a, complete genome",746830,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Deltapolyomavirus","Deltapolyomavirus sextihominis","Human polyomavirus 6","Human polyomavirus 6","QCMD2_Q2",8798185
