accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
NC_001987.1	108409	155	2	0.0071218098	0.00361787	Ateline herpesvirus 3 complete genome	85618	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 3	unclassified Ateline gammaherpesvirus 3 subspecies/strain	unclassified Ateline gammaherpesvirus 3 strain	B7	5099311
NC_002665.1	108873	339	8	0.010816478	0.0144098	Bovine herpesvirus 4 long unique region, complete sequence	10385	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	unclassified Bovine gammaherpesvirus 4 subspecies/strain	unclassified Bovine gammaherpesvirus 4 strain	B7	5099311
NC_006151.1	143461	132	0	0.009036291	0	Suid herpesvirus 1, complete genome	10345	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	unclassified Suid alphaherpesvirus 1 subspecies/strain	unclassified Suid alphaherpesvirus 1 strain	B7	5099311
NC_006560.1	150715	508	4	0.09933251	0.00520466	Cercopithecine herpesvirus 2, complete genome	10317	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2	unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain	unclassified Cercopithecine alphaherpesvirus 2 strain	B7	5099311
NC_007653.1	156487	548	3	0.024728632	0.00375951	Papiine herpesvirus 2, complete genome	340907	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Papiine alphaherpesvirus 2	unclassified Papiine alphaherpesvirus 2 subspecies/strain	unclassified Papiine alphaherpesvirus 2 strain	B7	5099311
NC_009334.1	172764	114369	2818	2.4915187	3.19872	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	B7	5099311
NC_012783.2	226205	179	0	0.010130278	0	Cercopithecine herpesvirus 5 strain 2715, complete genome	50292	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	unclassified Cercopithecine betaherpesvirus 5 subspecies/strain	unclassified Cercopithecine betaherpesvirus 5 strain	B7	5099311
NC_014567.1	156742	302	0	0.007893124	0	Saimiriine herpesvirus 1, complete genome	10353	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Saimiriine alphaherpesvirus 1	unclassified Saimiriine alphaherpesvirus 1 subspecies/strain	unclassified Saimiriine alphaherpesvirus 1 strain	B7	5099311
NC_016447.1	219474	166	2	0.055497803	0.00178704	Aotine herpesvirus 1 strain S34E, complete genome	50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	unclassified Aotine betaherpesvirus 1 subspecies/strain	unclassified Aotine betaherpesvirus 1 strain	B7	5099311
NC_016448.1	196691	189	0	0.0026050545	0	Saimiriine herpesvirus 4 strain SqSHV, complete genome	1535247	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	unclassified Saimiriine betaherpesvirus 4 subspecies/strain	unclassified Saimiriine betaherpesvirus 4 strain	B7	5099311
NC_023677.1	153158	412	1	0.0073002717	0.00128041	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome	332937	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640	B7	5099311
NC_024771.1	151601	245	61	0.05423536	0.0789071	Equid herpesvirus 3 strain AR/2007/C3A, complete genome	80341	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	unclassified Equid alphaherpesvirus 3 subspecies/strain	unclassified Equid alphaherpesvirus 3 strain	B7	5099311
NC_030117.1	125171	130	0	0.0022396238	0	Canid herpesvirus 1 strain 0194, complete genome	170325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Canid alphaherpesvirus 1	unclassified Canid alphaherpesvirus 1 subspecies/strain	unclassified Canid alphaherpesvirus 1 strain	B7	5099311
V01201.1	5779	203	2	0.21087226	0.0678681	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)	11970	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	unclassified Woolly monkey sarcoma virus subspecies/strain	unclassified Woolly monkey sarcoma virus strain	B7	5099311
X03711.1	2473	300	9	0.6340938	0.713686	Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene	11777	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	B7	5099311
X86560.1	7431	1785	18	0.36162615	0.475022	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester	B7	5099311
FJ445137.1	7216	334	13	0.32507783	0.353293	Human rhinovirus 52 isolate F10, complete genome	147677	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B52	rhinovirus B52	B7	5099311
DQ473489.1	7223	1299	103	2.212781	2.79646	Rhinovirus B70, complete genome	185926	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B70	rhinovirus B70	B7	5099311
D00835.1	11443	378	22	0.4382361	0.377026	Human immunodeficiency virus 2 proviral DNA, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain	B7	5099311
GQ329670.1	145289	179	0	0.03121146	0	Pseudocowpox virus strain VR634, complete genome	129726	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Pseudocowpox virus	unclassified Pseudocowpox virus subspecies/strain	unclassified Pseudocowpox virus strain	B7	5099311
LT907991.1	12681	214	3	0.031521827	0.0463934	Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite	11099	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1	B7	5099311
MF351889.1	32399	158	0	0.25541878	0	Morelia viridis nidovirus strain S14-1323_MVNV, complete genome	2016400	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Pregotovirus heba	Morelia viridis nidovirus	Morelia viridis nidovirus	B7	5099311
EU326526.1	15462	856	7	0.070859455	0.0887812	Human parainfluenza virus 3 strain ZHYMgz01, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	B7	5099311
KY628968.1	157447	245	1	0.032492675	0.00124553	Macacine alphaherpesvirus 1 isolate 8100812, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	B7	5099311
KY628970.1	157321	302	0	0.003187611	0	Macacine alphaherpesvirus 1 isolate KQ, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	B7	5099311
MT862163.1	131245	283	1	0.17734468	0.00149419	Bovine alphaherpesvirus 2 strain C1Z FZR	10295	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	unclassified Bovine alphaherpesvirus 2 subspecies/strain	unclassified Bovine alphaherpesvirus 2 strain	B7	5099311
LS480640.1	155503	473	4	0.048244964	0.0050444	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	B7	5099311
MF678601.1	144144	233	0	0.014570052	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	B7	5099311
MG989243.1	134617	475	6	0.034610722	0.00874057	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	B7	5099311
NC_001781.1	15225	2369	18	0.1818242	0.163209	Human orthopneumovirus Subgroup B, complete genome	11250	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Human orthopneumovirus	unclassified Human orthopneumovirus subspecies/strain	unclassified Human orthopneumovirus strain	B10	7243883
AM749299.1	33763	867	6	0.025793592	0.0245323	Human adenovirus type 31 complete genome, serotype 31	10529	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	Human adenovirus 31	Human adenovirus 31	B10	7243883
AC_000007.1	35937	538	27	0.10696622	0.103717	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	B10	7243883
NC_003663.2	224499	163	0	0.0068420186	0	Cowpox virus, complete genome	10243	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox virus	unclassified Cowpox virus subspecies/strain	unclassified Cowpox virus strain	B10	7243883
NC_003310.1	196858	121	0	0.008149135	0	Monkeypox virus Zaire-96-I-16, complete genome	10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus	unclassified Monkeypox virus subspecies/strain	unclassified Monkeypox virus strain	B10	7243883
AB025946.2	3808	775	14	0.9199016	0.507528	Torque teno virus 19 DNA, complete genome, isolate: TTV SANBAN	687358	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 19	unclassified Torque teno virus 19 subspecies/strain	unclassified Torque teno virus 19 strain	B10	7243883
AB038621.1	3676	199	1	0.0717527	0.0375537	Torque teno virus 29 ORF2, ORF1, ORF3 genes, complete cds, isolate: TTVyon-KC009	687368	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 29	unclassified Torque teno virus 29 subspecies/strain	unclassified Torque teno virus 29 strain	B10	7243883
AB060597.1	3246	2027	1421	65.41893	60.433	Torque teno virus 24 ORF4, ORF3, ORF2, ORF1 genes, complete cds, clone: SAa-01	687363	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 24	unclassified Torque teno virus 24 subspecies/strain	unclassified Torque teno virus 24 strain	B10	7243883
AB064598.1	3629	208	0	0.2009198	0	Torque teno virus 28 DNA, complete genome, isolate: CT43F	687367	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 28	unclassified Torque teno virus 28 subspecies/strain	unclassified Torque teno virus 28 strain	B10	7243883
AB064605.1	3759	232	56	2.313383	2.05657	Torque teno virus 12 DNA, complete genome, isolate: CT44F	687351	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 12	unclassified Torque teno virus 12 subspecies/strain	unclassified Torque teno virus 12 strain	B10	7243883
AB064607.1	3770	357	131	4.921271	4.79688	Torque teno virus 10 DNA, complete genome, isolate: JT34F	687349	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 10	unclassified Torque teno virus 10 subspecies/strain	unclassified Torque teno virus 10 strain	B10	7243883
AB362840.1	7246	3144	414	8.6272545	7.88734	Orthohepevirus A genomic RNA, complete genome, isolate: 114d/A549	1678143	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	unclassified Paslahepevirus balayani subspecies/strain	unclassified Paslahepevirus balayani strain	B10	7243883
AC090446.27	170275	834	32	0.04919324	0.0259434	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	B10	7243883
AF033808.1	9392	152	42	0.6296256	0.617333	Rous sarcoma virus, complete genome	11886	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	unclassified Rous sarcoma virus subspecies/strain	unclassified Rous sarcoma virus strain	B10	7243883
AF033809.1	3392	152	2	0.0885256	0.0813959	Avian myelocytomatosis virus 29, complete genome	11868	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Avian myelocytomatosis virus 29	unclassified Avian myelocytomatosis virus 29 subspecies/strain	unclassified Avian myelocytomatosis virus 29 strain	B10	7243883
AF033812.1	5894	145	3	0.074512534	0.0702651	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	B10	7243883
AF345523.1	3229	257	19	0.68658656	0.812296	Torque teno virus 5 isolate TCHN-C1 Orf2 and Orf1 genes, complete cds	687344	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 5	unclassified Torque teno virus 5 subspecies/strain	unclassified Torque teno virus 5 strain	B10	7243883
AF345526.1	3312	880	177	7.1119547	7.37754	Torque teno virus 13 isolate TCHN-A Orf2 and Orf1 genes, complete cds	687352	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 13	unclassified Torque teno virus 13 subspecies/strain	unclassified Torque teno virus 13 strain	B10	7243883
AF457102.1	15600	150	1	0.009708738	0.0088492	HPIV-1 strain Washington/1964, complete genome	188538	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 1	Human parainfluenza virus 1 strain Washington/1964	Human parainfluenza virus 1 strain Washington/1964	B10	7243883
AJ249939.1	7490	475	4	0.08038147	0.0737236	Human calicivirus SLV/Bristol/98/UK gene for polyprotein and ORF2, genomic RNA	248942	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Bristol/1998/UK	Sapovirus Hu/Bristol/1998/UK	B10	7243883
AX025718.1	3313	946	48	2.538729	2.00008	Sequence 75 from Patent WO0028039	687357	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 18	unclassified Torque teno virus 18 subspecies/strain	unclassified Torque teno virus 18 strain	B10	7243883
AX174942.1	3847	2697	240	9.969975	8.61227	Sequence 1 from Patent WO0142299	687361	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 22	unclassified Torque teno virus 22 subspecies/strain	unclassified Torque teno virus 22 strain	B10	7243883
AY037928.1	9472	9071	3185	47.53304	46.4191	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	B10	7243883
AY115488.1	7255	2719	354	7.6605206	6.73588	Swine hepatitis E virus strain Arkell, complete genome	63421	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Paslahepevirus balayani	Swine hepatitis E virus	Swine hepatitis E virus	B10	7243883
AY646856.2	7500	3378	40	0.7960544	0.736253	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	B10	7243883
AY666122.2	3748	368	33	1.4847137	1.21547	Torque teno virus 3 strain HEL32, complete genome	687342	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 3	unclassified Torque teno virus 3 subspecies/strain	unclassified Torque teno virus 3 strain	B10	7243883
DQ473488.1	7214	166	2	0.046291053	0.0382721	Rhinovirus B48, complete genome	147679	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	Rhinovirus B48	Rhinovirus B48	B10	7243883
EU424062.1	15462	295	2	0.019265935	0.0178564	Human parainfluenza virus 3 strain 14702, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	B10	7243883
FJ025904.1	37860	123	1	0.012967383	0.00364626	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	B10	7243883
FJ445168.1	7221	4005	246	5.2590866	4.70291	Human rhinovirus 91 strain ATCC VR-1292, complete genome	167325	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus B	rhinovirus B91	rhinovirus B91	B10	7243883
